cinema_treasures_id,cinema_treasures_url,name,borough,street_address,city,state,zip,full_address,latitude,longitude,status,showing_movies,status_facts,status_raw,screens,seats,year_opened_guess,year_closed_guess,borough_source,data_quality_flags,fetch_error
36316,https://cinematreasures.org/theaters/36316,Crystal Palace Theatre,Brooklyn,148-150 Greenpoint Avenue,Brooklyn,NY,11222,"148-150 Greenpoint Avenue, Brooklyn, NY 11222",40.729848,-73.956431,Closed,,Closed,closed,1,400,1910,1926,detail_city,,
50054,https://cinematreasures.org/theaters/50054,Crystal Theatre,Brooklyn,1016 Fulton Street,Brooklyn,NY,11238,"1016 Fulton Street, Brooklyn, NY 11238",40.6819003,-73.9602458,Closed,,Closed,closed,1,,1909,1913,detail_city,no_seats,
5875,https://cinematreasures.org/theaters/5875,Culver Theatre,Brooklyn,4339 18th Avenue,Brooklyn,NY,11218,"4339 18th Avenue, Brooklyn, NY 11218",40.630598,-73.976708,Demolished,,Closed;Demolished,closed,1,1445,1925,1965,detail_city,,
16812,https://cinematreasures.org/theaters/16812,Cumberland Theatre,Brooklyn,327 Cumberland Street,Brooklyn,NY,11238,"327 Cumberland Street, Brooklyn, NY 11238",40.6852864,-73.9722914,Demolished,,Closed;Demolished,closed,1,540,,1938,detail_city,no_year_opened,
7929,https://cinematreasures.org/theaters/7929,Decatur Theater,Brooklyn,1674 Broadway,Brooklyn,NY,11207,"1674 Broadway, Brooklyn, NY 11207",40.6841434,-73.9128575,Demolished,,Closed;Demolished,closed,1,600,1914,1951,detail_city,,
4049,https://cinematreasures.org/theaters/4049,De-Luxe Theatre,Brooklyn,2001 Bath Avenue,Brooklyn,NY,11214,"2001 Bath Avenue, Brooklyn, NY 11214",40.60147,-74.001099,Closed,,Closed,closed,1,599,,1990,detail_city,no_year_opened,
4531,https://cinematreasures.org/theaters/4531,Dewey Theater,Brooklyn,2384 Coney Island Avenue,Brooklyn,NY,11223,"2384 Coney Island Avenue, Brooklyn, NY 11223",40.5988551,-73.9613845,Closed,,Closed,closed,1,348,1915,1954,detail_city,,
19040,https://cinematreasures.org/theaters/19040,Ditmas Theater,Brooklyn,115 Ditmas Avenue,Brooklyn,NY,11218,"115 Ditmas Avenue, Brooklyn, NY 11218",40.635892,-73.9775669,Closed,,Closed,closed,1,,,1920,detail_city,no_seats;no_year_opened,
34545,https://cinematreasures.org/theaters/34545,Ditmas Theatre,Brooklyn,990 McDonald Avenue,Brooklyn,NY,11230,"990 McDonald Avenue, Brooklyn, NY 11230",40.6295206,-73.9773198,Closed,,Closed,closed,1,,1919,,detail_city,no_seats;no_year_closed,
36223,https://cinematreasures.org/theaters/36223,Dorchester Theatre,Brooklyn,828 Coney Island Avenue,Brooklyn,NY,11218,"828 Coney Island Avenue, Brooklyn, NY 11218",40.638953,-73.968664,Closed,,Closed,closed,1,,1910,1920,detail_city,no_seats,
36290,https://cinematreasures.org/theaters/36290,Dreamland Theatre,Brooklyn,4410 3rd Avenue,Brooklyn,NY,11232,"4410 3rd Avenue, Brooklyn, NY 11232",40.65143,-74.010221,Demolished,,Closed;Demolished,closed,1,,,1915,detail_city,no_seats;no_year_opened,
34823,https://cinematreasures.org/theaters/34823,Driggs Palace,Brooklyn,206 Driggs Avenue,Brooklyn,NY,11222,"206 Driggs Avenue, Brooklyn, NY 11222",40.7229533,-73.9464365,Closed,,Closed,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
8021,https://cinematreasures.org/theaters/8021,Eagle Theater,Brooklyn,431 Central Avenue,Brooklyn,NY,11221,"431 Central Avenue, Brooklyn, NY 11221",40.692596,-73.91504,Demolished,,Closed;Demolished,closed,1,550,1916,1950,detail_city,,
8167,https://cinematreasures.org/theaters/8167,Echo Theatre,Brooklyn,368 Bushwick Avenue,Brooklyn,NY,11206,"368 Bushwick Avenue, Brooklyn, NY 11206",40.704046,-73.9386085,Demolished,,Closed;Demolished,closed,1,560,1921,1941,detail_city,,
16933,https://cinematreasures.org/theaters/16933,Eden Theatre,Brooklyn,409 5th Avenue,Brooklyn,NY,11215,"409 5th Avenue, Brooklyn, NY 11215",40.6701717,-73.9854489,Closed,,Closed,closed,1,500,,1937,detail_city,no_year_opened,
3969,https://cinematreasures.org/theaters/3969,Electra Theater,Brooklyn,7418 3rd Avenue,Brooklyn,NY,11209,"7418 3rd Avenue, Brooklyn, NY 11209",40.6317016,-74.0277178,Demolished,,Closed;Demolished,closed,1,676,1913,1953,detail_city,,
3857,https://cinematreasures.org/theaters/3857,Elm Theatre,Brooklyn,1617 Avenue M,Brooklyn,NY,11230,"1617 Avenue M, Brooklyn, NY 11230",40.618181,-73.958507,Closed,,Closed,closed,1,800,,1972,detail_city,no_year_opened,
5796,https://cinematreasures.org/theaters/5796,Embassy Theatre,Brooklyn,3208 Fulton Street,Brooklyn,NY,11208,"3208 Fulton Street, Brooklyn, NY 11208",40.6822069,-73.8770308,Demolished,,Closed;Demolished,closed,1,1473,1914,1968,detail_city,,
7294,https://cinematreasures.org/theaters/7294,Empire Theatre,Brooklyn,10 Ralph Avenue,Brooklyn,NY,11221,"10 Ralph Avenue, Brooklyn, NY 11221",40.6902672,-73.9242916,Closed,,Closed,closed,1,1810,1908,1953,detail_city,,
41501,https://cinematreasures.org/theaters/41501,Empire Theatre,Brooklyn,525 Grand Street,Brooklyn,NY,11211,"525 Grand Street, Brooklyn, NY 11211",40.711265,-73.9503189,Closed,,Closed,closed,1,,1907,,detail_city,no_seats;no_year_closed,
11751,https://cinematreasures.org/theaters/11751,Empress Theatre,Brooklyn,882 DeKalb Avenue,Brooklyn,NY,11221,"882 DeKalb Avenue, Brooklyn, NY 11221",40.692363,-73.940588,Closed,,Closed,closed,1,600,,1915,detail_city,no_year_opened,
8357,https://cinematreasures.org/theaters/8357,Endicott Theatre,Brooklyn,7020 13th Avenue,Brooklyn,NY,11219,"7020 13th Avenue, Brooklyn, NY 11219",40.6228321,-74.0048299,Closed,,Closed,closed,1,1426,1927,1954,detail_city,,
50063,https://cinematreasures.org/theaters/50063,Erie Basin Theatre,Brooklyn,296 Van Brunt Street,Brooklyn,NY,11231,"296 Van Brunt Street, Brooklyn, NY 11231",40.679587,-74.010637,Closed,,Closed,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
42131,https://cinematreasures.org/theaters/42131,Euclid Theatre,Brooklyn,2707 Pitkin Avenue,Brooklyn,NY,11208,"2707 Pitkin Avenue, Brooklyn, NY 11208",40.6753494,-73.8723954,Demolished,,Closed;Demolished,closed,1,515,1914,1940,detail_city,,
16958,https://cinematreasures.org/theaters/16958,Fair Theatre,Brooklyn,1830 Coney Island Avenue,Brooklyn,NY,11230,"1830 Coney Island Avenue, Brooklyn, NY 11230",40.612794,-73.963239,Closed,,Closed,closed,1,420,,,detail_city,no_year_opened;no_year_closed,
50191,https://cinematreasures.org/theaters/50191,Family Theatre,Brooklyn,2831 Fulton Street,Brooklyn,NY,11207,"2831 Fulton Street, Brooklyn, NY 11207",40.678438,-73.8902449,Demolished,,Closed;Demolished,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
50189,https://cinematreasures.org/theaters/50189,Family Theatre,Brooklyn,3186 Fulton Street,Brooklyn,NY,11208,"3186 Fulton Street, Brooklyn, NY 11208",40.6821878,-73.8772935,Closed,,Closed,closed,1,,,1915,detail_city,no_seats;no_year_opened,
42237,https://cinematreasures.org/theaters/42237,Farragut Theatre,Brooklyn,1371 Rodgers Avenue,Brooklyn,NY,11210,"1371 Rodgers Avenue, Brooklyn, NY 11210",40.636332,-73.950612,Closed,,Closed,closed,1,,,1917,detail_city,no_seats;no_year_opened,
6266,https://cinematreasures.org/theaters/6266,Farragut Theatre,Brooklyn,1401 Flatbush Avenue,Brooklyn,NY,11210,"1401 Flatbush Avenue, Brooklyn, NY 11210",40.6366146,-73.9514572,Closed,,Closed,closed,1,1913,1920,1959,detail_city,,
64711,https://cinematreasures.org/theaters/64711,Film Noir Cinema,Brooklyn,122 Meserole Avenue,Brooklyn,NY,11222,"122 Meserole Avenue, Brooklyn, NY 11222",40.7273005,-73.9515454,Open,1,Open (Showing movies),open,1,54,,,detail_city,no_year_opened,
2106,https://cinematreasures.org/theaters/2106,Flatbush Pavilion,Brooklyn,314 Flatbush Avenue,Brooklyn,NY,11238,"314 Flatbush Avenue, Brooklyn, NY 11238",40.6770972,-73.972425,Closed,,Closed,closed,2,450,,2004,detail_city,no_year_opened,
5874,https://cinematreasures.org/theaters/5874,Flatbush Theatre,Brooklyn,2207 Church Avenue,Brooklyn,NY,11226,"2207 Church Avenue, Brooklyn, NY 11226",40.6504223,-73.9584431,Closed,,Closed,closed,1,1648,,1952,detail_city,no_year_opened,
7026,https://cinematreasures.org/theaters/7026,Folly Theatre,Brooklyn,15 Debevoise Street,Brooklyn,NY,11206,"15 Debevoise Street, Brooklyn, NY 11206",40.7016226,-73.9425419,Demolished,,Closed;Demolished,closed,1,1750,,1939,detail_city,no_year_opened,
36038,https://cinematreasures.org/theaters/36038,Fort Hamilton Army Base Theater,Brooklyn,403 General Robert E. Lee Avenue,Brooklyn,NY,11209,"403 General Robert E. Lee Avenue, Brooklyn, NY 11209",40.700165,-73.953856,Open,,Open,open,1,400,,,detail_city,no_year_opened,
5876,https://cinematreasures.org/theaters/5876,Fortway Theatre,Brooklyn,6720 Fort Hamilton Parkway,Brooklyn,NY,11219,"6720 Fort Hamilton Parkway, Brooklyn, NY 11219",40.6292615,-74.011314,Closed,,Closed,closed,5,2328,,2005,detail_city,no_year_opened,
36288,https://cinematreasures.org/theaters/36288,Fourth Avenue Showhouse,Brooklyn,706 Fourth Avenue,Brooklyn,NY,11232,"706 Fourth Avenue, Brooklyn, NY 11232",40.662689,-73.995935,Closed,,Closed,closed,1,250,1914,,detail_city,no_year_closed,
602,https://cinematreasures.org/theaters/602,Fox Theatre,Brooklyn,20 Flatbush Avenue,Brooklyn,NY,11217,"20 Flatbush Avenue, Brooklyn, NY 11217",40.6886461,-73.9808778,Demolished,,Closed;Demolished,closed,1,4088,,1966,detail_city,no_year_opened,
11234,https://cinematreasures.org/theaters/11234,Garden Theater,Brooklyn,742 Manhattan Avenue,Brooklyn,NY,11222,"742 Manhattan Avenue, Brooklyn, NY 11222",40.7264837,-73.9522253,Closed,,Closed,closed,1,600,1920,1929,detail_city,,
34896,https://cinematreasures.org/theaters/34896,Garden Theatre,Brooklyn,393 Grand Street,Brooklyn,NY,11211,"393 Grand Street, Brooklyn, NY 11211",40.7118436,-73.9542651,Demolished,,Closed;Demolished,closed,1,300,,,detail_city,no_year_opened;no_year_closed,
5845,https://cinematreasures.org/theaters/5845,Garden Theatre,Brooklyn,4601 New Utrecht Avenue,Brooklyn,NY,11219,"4601 New Utrecht Avenue, Brooklyn, NY 11219",40.6389784,-73.9942692,Demolished,,Closed;Demolished,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
50182,https://cinematreasures.org/theaters/50182,Garden Theatre,Brooklyn,1048 46th Street,Brooklyn,NY,11219,"1048 46th Street, Brooklyn, NY 11219",40.6398638,-73.9958317,Closed,,Closed,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
4078,https://cinematreasures.org/theaters/4078,Garfield Theater,Brooklyn,269 5th Avenue,Brooklyn,NY,11215,"269 5th Avenue, Brooklyn, NY 11215",40.6739641,-73.9820137,Demolished,,Closed;Demolished,closed,1,593,1910,1915,detail_city,,
36366,https://cinematreasures.org/theaters/36366,Gayety Theatre,Brooklyn,18-22 Throop Avenue,Brooklyn,NY,11206,"18-22 Throop Avenue, Brooklyn, NY 11206",40.704118,-73.948436,Demolished,,Closed;Demolished,closed,1,,1892,,detail_city,no_seats;no_year_closed,
10653,https://cinematreasures.org/theaters/10653,Gem Theatre,Brooklyn,3355 Fulton Street,Brooklyn,NY,11208,"3355 Fulton Street, Brooklyn, NY 11208",40.6838166,-73.8716659,Demolished,,Closed;Demolished,closed,1,589,1914,1954,detail_city,,
10952,https://cinematreasures.org/theaters/10952,Glenwood Theater,Brooklyn,1475 Flatbush Avenue,Brooklyn,NY,11210,"1475 Flatbush Avenue, Brooklyn, NY 11210",40.634587,-73.9492738,Closed,,Closed,closed,1,565,1914,1939,detail_city,,
3882,https://cinematreasures.org/theaters/3882,Globe Theatre,Brooklyn,226 15th Street,Brooklyn,NY,11215,"226 15th Street, Brooklyn, NY 11215",40.665047,-73.98895,Demolished,,Closed;Demolished,closed,1,904,,1957,detail_city,no_year_opened,
23784,https://cinematreasures.org/theaters/23784,Globe Theatre,Brooklyn,7 Sumpter Street,Brooklyn,NY,11233,"7 Sumpter Street, Brooklyn, NY 11233",40.679437,-73.926777,Demolished,,Closed;Demolished,closed,1,600,1914,,detail_city,no_year_closed,
5359,https://cinematreasures.org/theaters/5359,Gloria Theater,Brooklyn,395 Court Street,Brooklyn,NY,11231,"395 Court Street, Brooklyn, NY 11231",40.6798452,-73.9969911,Demolished,,Closed;Demolished,closed,1,594,1925,,detail_city,no_year_closed,
20008,https://cinematreasures.org/theaters/20008,Glory Theatre,Brooklyn,71 Park Avenue,Brooklyn,NY,11205,"71 Park Avenue, Brooklyn, NY 11205",40.6964162,-73.9779741,Demolished,,Closed;Demolished,closed,1,430,,,detail_city,no_year_opened;no_year_closed,
30517,https://cinematreasures.org/theaters/30517,G & M Theatre,Brooklyn,448 Bushwick Avenue,Brooklyn,NY,11206,"448 Bushwick Avenue, Brooklyn, NY 11206",40.7020619,-73.937084,Demolished,,Closed;Demolished,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
11115,https://cinematreasures.org/theaters/11115,Gold Theatre,Brooklyn,176 Sands Street,Brooklyn,NY,11201,"176 Sands Street, Brooklyn, NY 11201",40.6996881,-73.9816848,Demolished,,Closed;Demolished,closed,1,548,,1953,detail_city,no_year_opened,
8062,https://cinematreasures.org/theaters/8062,Gotham Theater,Brooklyn,2562 Fulton Street,Brooklyn,NY,11207,"2562 Fulton Street, Brooklyn, NY 11207",40.6771936,-73.9012124,Demolished,,Closed;Demolished,closed,1,1000,,1980,detail_city,no_year_opened,
3864,https://cinematreasures.org/theaters/3864,Grace Theatre,Brooklyn,2 Whipple Street,Brooklyn,NY,11206,"2 Whipple Street, Brooklyn, NY 11206",40.7002297,-73.9462648,Demolished,,Closed;Demolished,closed,1,450,,1937,detail_city,no_year_opened,
3862,https://cinematreasures.org/theaters/3862,Graham Cinema,Brooklyn,3171 Whitney Avenue,Brooklyn,NY,11229,"3171 Whitney Avenue, Brooklyn, NY 11229",40.5980952,-73.9324253,Closed,,Closed,closed,1,951,,1960,detail_city,no_year_opened,
5740,https://cinematreasures.org/theaters/5740,Graham Theater,Brooklyn,279 Graham Avenue,Brooklyn,NY,11211,"279 Graham Avenue, Brooklyn, NY 11211",40.712013,-73.9441124,Closed,,Closed,closed,1,575,,1970,detail_city,no_year_opened,
3924,https://cinematreasures.org/theaters/3924,Granada Theatre,Brooklyn,2819 Church Avenue,Brooklyn,NY,11226,"2819 Church Avenue, Brooklyn, NY 11226",40.6508919,-73.9507816,Closed,,Closed,closed,1,1563,,2020,detail_city,no_year_opened,
61844,https://cinematreasures.org/theaters/61844,Grand Prospect Hall,Brooklyn,263 Prospect Avenue,Brooklyn,NY,11215,"263 Prospect Avenue, Brooklyn, NY 11215",40.6639811,-73.9894209,Demolished,,Closed;Demolished,closed,1,1700,1903,,detail_city,no_year_closed,
6491,https://cinematreasures.org/theaters/6491,Grand Theatre,Brooklyn,743 Grand Street,Brooklyn,NY,11211,"743 Grand Street, Brooklyn, NY 11211",40.7117419,-73.9430789,Closed,,Closed,closed,1,545,1913,1960,detail_city,,
41505,https://cinematreasures.org/theaters/41505,Grand Unique Theatre,Brooklyn,615 Grand Street,Brooklyn,NY,11211,"615 Grand Street, Brooklyn, NY 11211",40.7115099,-73.947621,Demolished,,Closed;Demolished,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
34820,https://cinematreasures.org/theaters/34820,Greenpoint Star Theatre,Brooklyn,257 Driggs Avenue,Brooklyn,NY,11222,"257 Driggs Avenue, Brooklyn, NY 11222",40.7226611,-73.9480278,Closed,,Closed,closed,1,258,,,detail_city,no_year_opened;no_year_closed,
13492,https://cinematreasures.org/theaters/13492,Green Street Arcade Theater,Brooklyn,153 Green Street,Brooklyn,NY,11222,"153 Green Street, Brooklyn, NY 11222",40.733858,-73.9554519,Closed,,Closed,closed,1,400,1926,1926,detail_city,,
8034,https://cinematreasures.org/theaters/8034,Grove Theater,Brooklyn,474 Wilson Avenue,Brooklyn,NY,11221,"474 Wilson Avenue, Brooklyn, NY 11221",40.6927926,-73.9118507,Demolished,,Closed;Demolished,closed,1,600,1912,1951,detail_city,,
7027,https://cinematreasures.org/theaters/7027,Halsey Theatre,Brooklyn,928 Halsey Street,Brooklyn,NY,11233,"928 Halsey Street, Brooklyn, NY 11233",40.685531,-73.9172892,Demolished,,Closed;Demolished,closed,1,2100,1912,1943,detail_city,,
50181,https://cinematreasures.org/theaters/50181,Hamilton Theatre,Brooklyn,3805 Fort Hamilton Parkway,Brooklyn,NY,11218,"3805 Fort Hamilton Parkway, Brooklyn, NY 11218",40.6434633,-73.9900224,Closed,,Closed,closed,1,,,1911,detail_city,no_seats;no_year_opened,
50068,https://cinematreasures.org/theaters/50068,Hanover Theatre,Brooklyn,571 Fulton Street,Brooklyn,NY,11201,"571 Fulton Street, Brooklyn, NY 11201",40.6895567,-73.9819851,Closed,,Closed,closed,1,,1906,1920,detail_city,no_seats,
4085,https://cinematreasures.org/theaters/4085,Happy Hour Theatre,Brooklyn,234 Columbia Street,Brooklyn,NY,11231,"234 Columbia Street, Brooklyn, NY 11231",40.6840956,-74.0031778,Closed,,Closed,closed,1,599,,1966,detail_city,no_year_opened,
3890,https://cinematreasures.org/theaters/3890,Harbor Theatre,Brooklyn,9215 4th Avenue,Brooklyn,NY,11209,"9215 4th Avenue, Brooklyn, NY 11209",40.6178033,-74.0303038,Closed,,Closed,closed,1,1092,1935,1979,detail_city,,
42098,https://cinematreasures.org/theaters/42098,Heart of Ridgewood Theatre,Brooklyn,1448 Myrtle Avenue,Brooklyn,NY,11237,"1448 Myrtle Avenue, Brooklyn, NY 11237",40.698689,-73.916811,Demolished,,Closed;Demolished,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
4086,https://cinematreasures.org/theaters/4086,Heights Theater,Brooklyn,159 Washington Street,Brooklyn,NY,11201,"159 Washington Street, Brooklyn, NY 11201",40.7007801,-73.9897052,Demolished,,Closed;Demolished,closed,1,885,1914,1924,detail_city,,
10229,https://cinematreasures.org/theaters/10229,High Theatre,Brooklyn,Sands Street,Brooklyn,NY,11201,"Sands Street, Brooklyn, NY 11201",40.6993042,-73.9845363,Demolished,,Closed;Demolished,closed,1,,,1927,detail_city,no_seats;no_year_opened,
3868,https://cinematreasures.org/theaters/3868,Highway Theater,Brooklyn,283 Kings Highway,Brooklyn,NY,11223,"283 Kings Highway, Brooklyn, NY 11223",40.6051921,-73.9801243,Closed,,Closed,closed,1,939,1925,1988,detail_city,,
3963,https://cinematreasures.org/theaters/3963,Hollywood Theatre,Brooklyn,7725 New Utrecht Avenue,Brooklyn,NY,11214,"7725 New Utrecht Avenue, Brooklyn, NY 11214",40.6134683,-74.0006652,Closed,,Closed,closed,1,975,,1951,detail_city,no_year_opened,
69428,https://cinematreasures.org/theaters/69428,Hopkinson Theatre,Brooklyn,482 Thomas S. Boyland Street,Brooklyn,NY,11212,"482 Thomas S. Boyland Street, Brooklyn, NY 11212",40.66884049999999,-73.9137205,Demolished,,Closed;Demolished,closed,1,845,1947,1953,detail_city,,
50168,https://cinematreasures.org/theaters/50168,Huntington Theatre,Brooklyn,284 Hamilton Avenue,Brooklyn,NY,11231,"284 Hamilton Avenue, Brooklyn, NY 11231",40.6765069,-74.0021828,Closed,,Closed,closed,1,300,1912,1928,detail_city,,
34684,https://cinematreasures.org/theaters/34684,Idle Hour Theatre,Brooklyn,308 St. Nicholas Avenue,Brooklyn,NY,11237,"308 St. Nicholas Avenue, Brooklyn, NY 11237",40.700942,-73.911041,Demolished,,Closed;Demolished,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
8166,https://cinematreasures.org/theaters/8166,Imperial Theatre,Brooklyn,157 Irving Avenue,Brooklyn,NY,11237,"157 Irving Avenue, Brooklyn, NY 11237",40.7025986,-73.9206406,Closed,,Closed,closed,1,600,1914,1940,detail_city,,
8168,https://cinematreasures.org/theaters/8168,Imperial Theatre,Brooklyn,869 Halsey Street,Brooklyn,NY,11233,"869 Halsey Street, Brooklyn, NY 11233",40.685699,-73.917927,Closed,,Closed,closed,1,438,1973,1940,detail_city,,
8053,https://cinematreasures.org/theaters/8053,Inman's Casino,Brooklyn,Bowery Street and Henderson's Walk,Brooklyn,NY,11224,"Bowery Street and Henderson's Walk, Brooklyn, NY 11224",40.5748009,-73.9808931,Closed,,Closed,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
50064,https://cinematreasures.org/theaters/50064,International Moving Pictures,Brooklyn,101 Union Street,Brooklyn,NY,11231,"101 Union Street, Brooklyn, NY 11231",40.6848084,-74.0037186,Closed,,Closed,closed,1,249,,1930,detail_city,no_year_opened,
7528,https://cinematreasures.org/theaters/7528,Irving Theatre,Brooklyn,1533-1537 Myrtle Avenue,Brooklyn,NY,11237,"1533-1537 Myrtle Avenue, Brooklyn, NY 11237",40.6993039,-73.9137428,Closed,,Closed,closed,1,595,1914,1942,detail_city,,
35678,https://cinematreasures.org/theaters/35678,Italian Theatre,Brooklyn,260 Bushwick Avenue,Brooklyn,NY,11206,"260 Bushwick Avenue, Brooklyn, NY 11206",40.7071045,-73.9397698,Demolished,,Closed;Demolished,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
8156,https://cinematreasures.org/theaters/8156,Jefferson Theatre,Brooklyn,811 Myrtle Avenue,Brooklyn,NY,11206,"811 Myrtle Avenue, Brooklyn, NY 11206",40.6953452,-73.9496524,Demolished,,Closed;Demolished,closed,1,415,1914,1946,detail_city,,
60151,https://cinematreasures.org/theaters/60151,Joe Franklin's Memory Lane Ye Old Time Movies,Brooklyn,Surf Avenue and W. 10th Street,Brooklyn,NY,11224,"Surf Avenue and W. 10th Street, Brooklyn, NY 11224",,,Demolished,,Closed;Demolished,,1,2000,1914,,detail_city,no_coords;no_year_closed,
36324,https://cinematreasures.org/theaters/36324,Joyce Theatre,Brooklyn,267-269 Prospect Park West,Brooklyn,NY,11215,"267-269 Prospect Park West, Brooklyn, NY 11215",40.658609,-73.981914,Closed,,Closed,closed,1,578,1914,1921,detail_city,,
1749,https://cinematreasures.org/theaters/1749,Kenmore Theatre,Brooklyn,2101 Church Avenue,Brooklyn,NY,11226,"2101 Church Avenue, Brooklyn, NY 11226",40.65054,-73.95958,Closed,,Closed,closed,4,3025,,,detail_city,no_year_opened;no_year_closed,
42229,https://cinematreasures.org/theaters/42229,Kensington Theatre,Brooklyn,789 McDonald Avenue,Brooklyn,NY,11218,"789 McDonald Avenue, Brooklyn, NY 11218",40.6348205,-73.9777694,Closed,,Closed,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
4667,https://cinematreasures.org/theaters/4667,Kent Theater,Brooklyn,1170 Coney Island Avenue,Brooklyn,NY,11230,"1170 Coney Island Avenue, Brooklyn, NY 11230",40.628921,-73.966315,Open,1,Open (Showing movies),open,3,450,1939,,detail_city,,
41562,https://cinematreasures.org/theaters/41562,Kerman's Vaudeville House Theatre,Brooklyn,1724 Pitkin Avenue,Brooklyn,NY,11212,"1724 Pitkin Avenue, Brooklyn, NY 11212",40.6697643,-73.9094585,Closed,,Closed,closed,1,299,1910,1920,detail_city,,
5795,https://cinematreasures.org/theaters/5795,Kinema Theatre,Brooklyn,2505 Pitkin Avenue,Brooklyn,NY,11207,"2505 Pitkin Avenue, Brooklyn, NY 11207",40.674537,-73.879598,Demolished,,Closed;Demolished,closed,1,1180,1925,1969,detail_city,,
6071,https://cinematreasures.org/theaters/6071,Kings Plaza 6 Theaters,Brooklyn,5201 Kings Plaza,Brooklyn,NY,11234,"5201 Kings Plaza, Brooklyn, NY 11234",40.6103496,-73.9210396,Closed,,Closed,closed,6,1500,,2010,detail_city,no_year_opened,
1360,https://cinematreasures.org/theaters/1360,Kings Theatre,Brooklyn,1027 Flatbush Avenue,Brooklyn,NY,11226,"1027 Flatbush Avenue, Brooklyn, NY 11226",40.645895,-73.958051,Open,1,Open (Showing movies),open,1,3398,1977,1977,detail_city,,
50116,https://cinematreasures.org/theaters/50116,Kingston Theatre,Brooklyn,1508 Fulton Street,Brooklyn,NY,11213,"1508 Fulton Street, Brooklyn, NY 11213",40.6797807,-73.9405768,Closed,,Closed,closed,1,400,1912,1921,detail_city,,
1361,https://cinematreasures.org/theaters/1361,Kingsway Theatre,Brooklyn,946 Kings Highway,Brooklyn,NY,11223,"946 Kings Highway, Brooklyn, NY 11223",40.6071234,-73.9621461,Closed,,Closed,closed,5,2177,2000,2023,detail_city,,
28779,https://cinematreasures.org/theaters/28779,Kismet Temple,Brooklyn,92 Herkimer Street,Brooklyn,NY,11216,"92 Herkimer Street, Brooklyn, NY 11216",40.679184,-73.950536,Closed,,Closed,closed,1,2300,,,detail_city,no_year_opened;no_year_closed,
7822,https://cinematreasures.org/theaters/7822,Kismet Theatre,Brooklyn,785 DeKalb Avenue,Brooklyn,NY,11206,"785 DeKalb Avenue, Brooklyn, NY 11206",40.692158,-73.944709,Demolished,,Closed;Demolished,closed,1,1303,1922,1962,detail_city,,
8360,https://cinematreasures.org/theaters/8360,Knickerbocker Casino Theater,Brooklyn,274 Knickerbocker Avenue,Brooklyn,NY,11237,"274 Knickerbocker Avenue, Brooklyn, NY 11237",40.702001,-73.924482,Demolished,,Closed;Demolished,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
10150,https://cinematreasures.org/theaters/10150,Lakeland Theatre,Brooklyn,273 Brighton Beach Avenue,Brooklyn,NY,11235,"273 Brighton Beach Avenue, Brooklyn, NY 11235",40.577193,-73.964872,Closed,,Closed,closed,1,446,1925,1951,detail_city,,
3885,https://cinematreasures.org/theaters/3885,Leader Theatre,Brooklyn,947 Coney Island Avenue,Brooklyn,NY,11230,"947 Coney Island Avenue, Brooklyn, NY 11230",40.6343975,-73.9673611,Closed,,Closed,closed,1,1631,1927,1960,detail_city,,
41503,https://cinematreasures.org/theaters/41503,Leonard Theatre,Brooklyn,222 Leonard Street,Brooklyn,NY,11211,"222 Leonard Street, Brooklyn, NY 11211",40.7117636,-73.9472118,Closed,,Closed,closed,1,,,1915,detail_city,no_seats;no_year_opened,
36266,https://cinematreasures.org/theaters/36266,Lewis Theatre,Brooklyn,5 Lewis Avenue,Brooklyn,NY,11206,"5 Lewis Avenue, Brooklyn, NY 11206",40.697529,-73.937895,Closed,,Closed,closed,1,385,1912,1926,detail_city,,
27260,https://cinematreasures.org/theaters/27260,Liberty Theatre,Brooklyn,61 Liberty Avenue,Brooklyn,NY,11212,"61 Liberty Avenue, Brooklyn, NY 11212",40.6731024,-73.9052907,Demolished,,Closed;Demolished,closed,1,1467,,1930,detail_city,no_year_opened,
10172,https://cinematreasures.org/theaters/10172,Lincoln Theater,Brooklyn,1521 Bedford Avenue,Brooklyn,NY,11216,"1521 Bedford Avenue, Brooklyn, NY 11216",40.670716,-73.954617,Demolished,,Closed;Demolished,closed,1,548,1914,1953,detail_city,,
18361,https://cinematreasures.org/theaters/18361,Linden Boulevard Multiplex Cinemas,Brooklyn,2784 Linden Boulevard,Brooklyn,NY,11208,"2784 Linden Boulevard, Brooklyn, NY 11208",40.6693593,-73.861793,Closed,,Closed,closed,14,2594,1998,2024,detail_city,,
