cinema_treasures_id,cinema_treasures_url,name,borough,street_address,city,state,zip,full_address,latitude,longitude,status,showing_movies,status_facts,status_raw,screens,seats,year_opened_guess,year_closed_guess,borough_source,data_quality_flags,fetch_error
6713,https://cinematreasures.org/theaters/6713,Loew's Rio Theatre,Manhattan,3837 Broadway,New York,NY,10032,"3837 Broadway, New York, NY 10032",40.8358679,-73.9437133,Closed,,Closed,closed,1,2603,,1957,detail_city,no_year_opened,
1180,https://cinematreasures.org/theaters/1180,Loew's Sheridan Theatre,Manhattan,200-202 W. 12th Street,New York,NY,10011,"200-202 W. 12th Street, New York, NY 10011",40.7372735,-74.0008564,Demolished,,Closed;Demolished,closed,1,2342,,,detail_city,no_year_opened;no_year_closed,
4099,https://cinematreasures.org/theaters/4099,Loews State 4,Manhattan,1540 Broadway,New York,NY,10036,"1540 Broadway, New York, NY 10036",40.7581267,-73.9855569,Closed,,Closed,closed,4,1654,1996,2006,detail_city,,
557,https://cinematreasures.org/theaters/557,Loew's State Theatre,Manhattan,1540 Broadway,New York,NY,10036,"1540 Broadway, New York, NY 10036",40.7581267,-73.9855569,Demolished,,Closed;Demolished,closed,2,3327,1921,1958,detail_city,,
560,https://cinematreasures.org/theaters/560,Loew's Victoria Theatre,Manhattan,233 W. 125th Street,New York,NY,10027,"233 W. 125th Street, New York, NY 10027",40.8100189,-73.94933,Demolished,,Closed;Demolished,closed,5,2345,1917,1978,detail_city,,
12586,https://cinematreasures.org/theaters/12586,Loew's Yorkville Theatre,Manhattan,157 E. 86th Street,New York,NY,10028,"157 E. 86th Street, New York, NY 10028",40.7791956,-73.9548571,Closed,,Closed,closed,1,1376,,1928,detail_city,no_year_opened,
8365,https://cinematreasures.org/theaters/8365,LOL Comedy Lounge,Manhattan,711 7th Avenue,New York,NY,10036,"711 7th Avenue, New York, NY 10036",40.7594931,-73.9845803,Demolished,,Closed;Demolished,closed,4,488,,,detail_city,no_year_opened;no_year_closed,
56388,https://cinematreasures.org/theaters/56388,LOOK Dine-In Cinemas W. 57th,Manhattan,657 W. 57th Street,New York,NY,10019,"657 W. 57th Street, New York, NY 10019",40.7715333,-73.9942127,Closed,,Closed,closed,8,526,,2020,detail_city,no_year_opened,
17787,https://cinematreasures.org/theaters/17787,Love Theater,Manhattan,125 W. 42nd Street,New York,NY,10036,"125 W. 42nd Street, New York, NY 10036",40.7549098,-73.9842119,Demolished,,Closed;Demolished,closed,1,210,1969,,detail_city,no_year_closed,
17345,https://cinematreasures.org/theaters/17345,Loyal Theatre,Manhattan,1493 St. Nicholas Avenue,New York,NY,10033,"1493 St. Nicholas Avenue, New York, NY 10033",40.8514773,-73.9321833,Demolished,,Closed;Demolished,closed,1,1400,,1941,detail_city,no_year_opened,
23972,https://cinematreasures.org/theaters/23972,Lucille Lortel Theatre,Manhattan,121 Christopher Street,New York,NY,10014,"121 Christopher Street, New York, NY 10014",40.7333549,-74.0053447,Open,,Open,open,1,299,,,detail_city,no_year_opened,
13546,https://cinematreasures.org/theaters/13546,Lucky Star Theatre,Manhattan,79 1st Avenue,New York,NY,10003,"79 1st Avenue, New York, NY 10003",40.725763,-73.987047,Demolished,,Closed;Demolished,closed,1,600,,,detail_city,no_year_opened;no_year_closed,
2924,https://cinematreasures.org/theaters/2924,Lunt-Fontanne Theatre,Manhattan,205 W. 46th Street,New York,NY,10036,"205 W. 46th Street, New York, NY 10036",40.7592164,-73.9862412,Open,,Open,open,1,1475,,,detail_city,no_year_opened,
55090,https://cinematreasures.org/theaters/55090,Lyceum Theatre,Manhattan,149 W. 45th Street,New York,NY,10036,"149 W. 45th Street, New York, NY 10036",40.7575949,-73.9846651,Open,,Open,open,1,922,1903,,detail_city,,
9930,https://cinematreasures.org/theaters/9930,Lyric Theatre,Manhattan,213 W. 42nd Street,New York,NY,10036,"213 W. 42nd Street, New York, NY 10036",40.75636,-73.987641,Demolished,,Closed;Demolished,closed,1,1370,1903,1930,detail_city,,
19392,https://cinematreasures.org/theaters/19392,Lyric Theatre,Manhattan,172 W. 23rd Street,New York,NY,10011,"172 W. 23rd Street, New York, NY 10011",40.743917,-73.9952315,Demolished,,Closed;Demolished,closed,1,534,,,detail_city,no_year_opened;no_year_closed,
59899,https://cinematreasures.org/theaters/59899,Madison Square Garden Theatre,Manhattan,Madison Avenue and E. 27th Street,New York,NY,10010,"Madison Avenue and E. 27th Street, New York, NY 10010",,,Demolished,,Closed;Demolished,,1,1200,1890,1925,detail_city,no_coords,
13582,https://cinematreasures.org/theaters/13582,Majestic Theatre,Manhattan,11-17 2nd Avenue,New York,NY,10003,"11-17 2nd Avenue, New York, NY 10003",40.7242413,-73.9910499,Demolished,,Closed;Demolished,closed,1,547,1914,,detail_city,no_year_closed,
7419,https://cinematreasures.org/theaters/7419,Major Theatre,Manhattan,277 Canal Street,New York,NY,10013,"277 Canal Street, New York, NY 10013",40.7192972,-74.0013267,Closed,,Closed,closed,1,599,,2000,detail_city,no_year_opened,
2793,https://cinematreasures.org/theaters/2793,Manhattan 1 and 2,Manhattan,220 E. 59th Street,New York,NY,10022,"220 E. 59th Street, New York, NY 10022",40.7611711,-73.9657274,Demolished,,Closed;Demolished,closed,2,800,1967,1998,detail_city,,
8031,https://cinematreasures.org/theaters/8031,Manhattan Theatre,Manhattan,213 Manhattan Avenue,New York,NY,10025,"213 Manhattan Avenue, New York, NY 10025",40.8007424,-73.9599725,Closed,,Closed,closed,1,885,,,detail_city,no_year_opened;no_year_closed,
57306,https://cinematreasures.org/theaters/57306,Manhattan Theatre,Manhattan,10-12 Forsyth Street,New York,NY,10002,"10-12 Forsyth Street, New York, NY 10002",40.7143148,-73.9941475,Demolished,,Closed;Demolished,closed,1,,,1926,detail_city,no_seats;no_year_opened,
63524,https://cinematreasures.org/theaters/63524,Masque Theatre,Manhattan,440 W. 42nd Street,New York,NY,10036,"440 W. 42nd Street, New York, NY 10036",40.7589848,-73.9948941,Demolished,,Closed;Demolished,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
32799,https://cinematreasures.org/theaters/32799,Maysles Cinema at The Maysles Institute,Manhattan,343 Lenox Avenue,New York,NY,10027,"343 Lenox Avenue, New York, NY 10027",40.809426,-73.944795,Open,1,Open (Showing movies),open,1,60,,,detail_city,no_year_opened,
20113,https://cinematreasures.org/theaters/20113,Mecca Theatre,Manhattan,254 W. 116th Street,New York,NY,10026,"254 W. 116th Street, New York, NY 10026",40.8042626,-73.9549516,Closed,,Closed,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
1369,https://cinematreasures.org/theaters/1369,Mecca Theatre,Manhattan,445 E. 14th Street,New York,NY,10009,"445 E. 14th Street, New York, NY 10009",40.7303308,-73.9804503,Demolished,,Closed;Demolished,closed,1,1947,1926,1943,detail_city,,
63523,https://cinematreasures.org/theaters/63523,Mermaid Theatre,Manhattan,420 W. 42nd Street,New York,NY,10036,"420 W. 42nd Street, New York, NY 10036",40.7585777,-73.9938475,Demolished,,Closed;Demolished,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
51828,https://cinematreasures.org/theaters/51828,Metrograph,Manhattan,7 Ludlow Street,New York,NY,10002,"7 Ludlow Street, New York, NY 10002",40.7150777,-73.9911809,Open,1,Open (Showing movies),open,2,212,,,detail_city,no_year_opened,
35675,https://cinematreasures.org/theaters/35675,Metropolitan Theater,Manhattan,225 E. 14th Street,New York,NY,10003,"225 E. 14th Street, New York, NY 10003",40.7330141,-73.986041,Closed,,Closed,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
20160,https://cinematreasures.org/theaters/20160,Metropolitan Theater,Manhattan,134 Essex Street,New York,NY,10002,"134 Essex Street, New York, NY 10002",40.7199626,-73.9874575,Demolished,,Closed;Demolished,closed,1,276,,,detail_city,no_year_opened;no_year_closed,
7628,https://cinematreasures.org/theaters/7628,Metropolitan Theatre,Manhattan,241 E. 14th Street,New York,NY,10003,"241 E. 14th Street, New York, NY 10003",40.7327039,-73.9853186,Demolished,,Closed;Demolished,closed,1,600,,1988,detail_city,no_year_opened,
72691,https://cinematreasures.org/theaters/72691,Metro Private Cinema,Manhattan,131 8th Avenue,New York,NY,10011,"131 8th Avenue, New York, NY 10011",40.7414267,-74.001693,Open,1,Open (Showing movies),open,20,,2025,,detail_city,no_seats,
287,https://cinematreasures.org/theaters/287,Metro Twin,Manhattan,2626 Broadway,New York,NY,10025,"2626 Broadway, New York, NY 10025",40.796669,-73.969791,Renovating,,Closed;Renovating,closed,2,480,1933,2003,detail_city,,
25081,https://cinematreasures.org/theaters/25081,Modern Playhouse,Manhattan,213 E. 82nd Street,New York,NY,10028,"213 E. 82nd Street, New York, NY 10028",40.776109,-73.954952,Closed,,Closed,closed,1,300,,,detail_city,no_year_opened;no_year_closed,
6303,https://cinematreasures.org/theaters/6303,Monroe Theatre,Manhattan,1456 1st Avenue,New York,NY,10021,"1456 1st Avenue, New York, NY 10021",40.7701577,-73.9542497,Demolished,,Closed;Demolished,closed,1,2200,1926,1953,detail_city,,
59895,https://cinematreasures.org/theaters/59895,Moorish Garden Theatre,Manhattan,W. 110th Street and Riverside Drive,New York,NY,10025,"W. 110th Street and Riverside Drive, New York, NY 10025",,,Demolished,,Closed;Demolished,,1,2000,,,detail_city,no_coords;no_year_opened;no_year_closed,
22066,https://cinematreasures.org/theaters/22066,Morningside Theatre,Manhattan,2135 8th Avenue,New York,NY,10026,"2135 8th Avenue, New York, NY 10026",40.804173,-73.9560769,Demolished,,Closed;Demolished,closed,1,600,,,detail_city,no_year_opened;no_year_closed,
2925,https://cinematreasures.org/theaters/2925,Movieland,Manhattan,1567 Broadway,New York,NY,10036,"1567 Broadway, New York, NY 10036",40.7592931,-73.9851148,Demolished,,Closed;Demolished,closed,1,1100,1918,1951,detail_city,,
8429,https://cinematreasures.org/theaters/8429,Movie-Plex 42,Manhattan,244 W. 42nd Street,New York,NY,10036,"244 W. 42nd Street, New York, NY 10036",40.756591,-73.9883225,Demolished,,Closed;Demolished,closed,6,,,1996,detail_city,no_seats;no_year_opened,
23924,https://cinematreasures.org/theaters/23924,M & S Waco Theatre,Manhattan,118 Rivington Street,New York,NY,10002,"118 Rivington Street, New York, NY 10002",40.7196432,-73.9869362,Demolished,,Closed;Demolished,closed,1,600,1908,,detail_city,no_year_closed,
6220,https://cinematreasures.org/theaters/6220,Murray Hill Cinema,Manhattan,160 E. 34th Street,New York,NY,10016,"160 E. 34th Street, New York, NY 10016",40.7458246,-73.9785643,Demolished,,Closed;Demolished,closed,4,948,,2002,detail_city,no_year_opened,
40765,https://cinematreasures.org/theaters/40765,Museum of Modern Art,Manhattan,11 W. 53rd Street,New York,NY,10019,"11 W. 53rd Street, New York, NY 10019",40.7614029,-73.9776248,Open,1,Open (Showing movies),open,4,775,,,detail_city,no_year_opened,
36268,https://cinematreasures.org/theaters/36268,Mystic Theatre,Manhattan,266 W. 135th Street,New York,NY,10030,"266 W. 135th Street, New York, NY 10030",40.815306,-73.943699,Closed,,Closed,closed,1,,,1926,detail_city,no_seats;no_year_opened,
16276,https://cinematreasures.org/theaters/16276,National Theatre & Roosevelt Theatre,Manhattan,111 - 117 E. Houston Street,New York,NY,10002,"111 - 117 E. Houston Street, New York, NY 10002",40.7239791,-73.9923765,Demolished,,Closed;Demolished,closed,2,2863,1913,1941,detail_city,,
4007,https://cinematreasures.org/theaters/4007,Nemo Theatre,Manhattan,2834 Broadway,New York,NY,10025,"2834 Broadway, New York, NY 10025",40.8041868,-73.9665534,Demolished,,Closed;Demolished,closed,1,932,1919,1963,detail_city,,
30,https://cinematreasures.org/theaters/30,New Amsterdam Theatre,Manhattan,214 W. 42nd Street,New York,NY,10036,"214 W. 42nd Street, New York, NY 10036",40.756246,-73.987985,Open,,Open,open,1,1702,1904,1937,detail_city,,
47756,https://cinematreasures.org/theaters/47756,New Atlantic Theatre,Manhattan,50 Bowery,New York,NY,10013,"50 Bowery, New York, NY 10013",40.715975,-73.9965507,Demolished,,Closed;Demolished,closed,1,800,,1929,detail_city,no_year_opened,
12992,https://cinematreasures.org/theaters/12992,New Cinema Playhouse,Manhattan,125 W. 42nd Street,New York,NY,10036,"125 W. 42nd Street, New York, NY 10036",40.7551541,-73.9848929,Demolished,,Closed;Demolished,closed,1,199,,,detail_city,no_year_opened;no_year_closed,
8157,https://cinematreasures.org/theaters/8157,New Delancey Theatre,Manhattan,62 Delancey Street,New York,NY,10002,"62 Delancey Street, New York, NY 10002",40.7194746,-73.9909009,Demolished,,Closed;Demolished,closed,1,1075,1922,1976,detail_city,,
31771,https://cinematreasures.org/theaters/31771,New Douglas Theatre,Manhattan,640 Lenox Avenue,New York,NY,10037,"640 Lenox Avenue, New York, NY 10037",40.8183899,-73.937615,Closed,,Closed,closed,1,3000,1922,1940,detail_city,,
13722,https://cinematreasures.org/theaters/13722,New Europe Theatre,Manhattan,1499 1st Avenue,New York,NY,10021,"1499 1st Avenue, New York, NY 10021",40.771963,-73.953383,Closed,,Closed,closed,1,306,1909,,detail_city,no_year_closed,
13542,https://cinematreasures.org/theaters/13542,New Law Theatre,Manhattan,23-27 2nd Avenue,New York,NY,10003,"23-27 2nd Avenue, New York, NY 10003",40.7245836,-73.990796,Closed,,Closed,closed,1,535,,,detail_city,no_year_opened;no_year_closed,
31761,https://cinematreasures.org/theaters/31761,New Pearl Theatre,Manhattan,2078 3rd Avenue,New York,NY,10029,"2078 3rd Avenue, New York, NY 10029",40.7965966,-73.9410344,Closed,,Closed,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
7894,https://cinematreasures.org/theaters/7894,New Plaza Cinema,Manhattan,1871 Broadway,New York,NY,10023,"1871 Broadway, New York, NY 10023",40.7704163,-73.9822654,Closed,,Closed,closed,1,262,,2020,detail_city,no_year_opened,
14741,https://cinematreasures.org/theaters/14741,New Progress Theatre,Manhattan,1892 3rd Avenue,New York,NY,10029,"1892 3rd Avenue, New York, NY 10029",40.7906532,-73.9455451,Demolished,,Closed;Demolished,closed,1,530,,,detail_city,no_year_opened;no_year_closed,
31749,https://cinematreasures.org/theaters/31749,New Regent Theatre,Manhattan,1556 1st Avenue,New York,NY,10028,"1556 1st Avenue, New York, NY 10028",40.7736061,-73.9517416,Demolished,,Closed;Demolished,closed,1,500,,,detail_city,no_year_opened;no_year_closed,
270,https://cinematreasures.org/theaters/270,New Victory Theater,Manhattan,209 W. 42nd Street,New York,NY,10036,"209 W. 42nd Street, New York, NY 10036",40.7563431,-73.9876341,Open,,Open,open,1,499,1900,,detail_city,,
11152,https://cinematreasures.org/theaters/11152,New World Stages,Manhattan,350 W. 50th Street,New York,NY,10019,"350 W. 50th Street, New York, NY 10019",40.762967,-73.987845,Open,,Open,open,5,1897,,2001,detail_city,no_year_opened,
26860,https://cinematreasures.org/theaters/26860,New Yorker Theater,Manhattan,523 8th Avenue,New York,NY,10018,"523 8th Avenue, New York, NY 10018",40.753813,-73.992661,Demolished,,Closed;Demolished,closed,1,380,,1945,detail_city,no_year_opened,
3354,https://cinematreasures.org/theaters/3354,New Yorker Theatre,Manhattan,2409 Broadway,New York,NY,10024,"2409 Broadway, New York, NY 10024",40.7900612,-73.9754841,Demolished,,Closed;Demolished,closed,2,802,1914,1985,detail_city,,
6604,https://cinematreasures.org/theaters/6604,New York Theatre,Manhattan,1482 Broadway,New York,NY,10036,"1482 Broadway, New York, NY 10036",40.7562962,-73.9862367,Demolished,,Closed;Demolished,closed,2,600,,,detail_city,no_year_opened;no_year_closed,
20841,https://cinematreasures.org/theaters/20841,Night Shift Theatre,Manhattan,777 8th Avenue,New York,NY,10036,"777 8th Avenue, New York, NY 10036",40.760813,-73.987319,Closed,,Closed,closed,1,50,,1980,detail_city,no_year_opened,
7670,https://cinematreasures.org/theaters/7670,Normandie Theatre,Manhattan,51 E. 53rd Street,New York,NY,10022,"51 E. 53rd Street, New York, NY 10022",40.7593889,-73.9733845,Demolished,,Closed;Demolished,closed,1,589,,1972,detail_city,no_year_opened,
19828,https://cinematreasures.org/theaters/19828,North Star Theater,Manhattan,1250 5th Avenue,New York,NY,10029,"1250 5th Avenue, New York, NY 10029",40.794442,-73.95079,Demolished,,Closed;Demolished,closed,1,1000,,,detail_city,no_year_opened;no_year_closed,
289,https://cinematreasures.org/theaters/289,Nova Theatre,Manhattan,3589 Broadway,New York,NY,10031,"3589 Broadway, New York, NY 10031",40.8280662,-73.9494275,Closed,,Closed,closed,3,650,,2002,detail_city,no_year_opened,
60226,https://cinematreasures.org/theaters/60226,Novelty Theatre,Manhattan,214 Bowery,New York,NY,10012,"214 Bowery, New York, NY 10012",,,Closed,,Closed,,1,300,,1930,detail_city,no_coords;no_year_opened,
12576,https://cinematreasures.org/theaters/12576,Odeon Theatre,Manhattan,256 W. 145th Street,New York,NY,10039,"256 W. 145th Street, New York, NY 10039",40.822447,-73.9410425,Closed,,Closed,closed,1,863,1911,,detail_city,no_year_closed,
13544,https://cinematreasures.org/theaters/13544,Odeon Theatre,Manhattan,58 Clinton Street,New York,NY,10002,"58 Clinton Street, New York, NY 10002",40.7195338,-73.9848099,Demolished,,Closed;Demolished,closed,1,834,,,detail_city,no_year_opened;no_year_closed,
322,https://cinematreasures.org/theaters/322,Olympia Cinemas,Manhattan,2770 Broadway,New York,NY,10025,"2770 Broadway, New York, NY 10025",40.801878,-73.967453,Demolished,,Closed;Demolished,closed,2,1162,1914,2002,detail_city,,
17699,https://cinematreasures.org/theaters/17699,Orient Theatre,Manhattan,111 W. 125th Street,New York,NY,10027,"111 W. 125th Street, New York, NY 10027",40.8079,-73.9457846,Demolished,,Closed;Demolished,closed,1,585,,1952,detail_city,no_year_opened,
13829,https://cinematreasures.org/theaters/13829,Orpheum Theatre,Manhattan,126 2nd Avenue,New York,NY,10003,"126 2nd Avenue, New York, NY 10003",40.728188,-73.987498,Open,,Open,open,1,347,1968,,detail_city,,
8363,https://cinematreasures.org/theaters/8363,Pagoda Theater,Manhattan,11 E. Broadway,New York,NY,10038,"11 E. Broadway, New York, NY 10038",40.713206,-73.9974019,Demolished,,Closed;Demolished,closed,1,492,1964,,detail_city,no_year_closed,
41579,https://cinematreasures.org/theaters/41579,Palace Annex Theatre,Manhattan,1280 St. Nicholas Avenue,New York,NY,10033,"1280 St. Nicholas Avenue, New York, NY 10033",40.8448435,-73.937003,Demolished,,Closed;Demolished,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
23447,https://cinematreasures.org/theaters/23447,Palace Theater,Manhattan,2404 2nd Avenue,New York,NY,10035,"2404 2nd Avenue, New York, NY 10035",40.8015266,-73.9342348,Demolished,,Closed;Demolished,closed,1,599,,,detail_city,no_year_opened;no_year_closed,
20607,https://cinematreasures.org/theaters/20607,Palace Theatre,Manhattan,133 Essex Street,New York,NY,10002,"133 Essex Street, New York, NY 10002",40.7201642,-73.9875568,Demolished,,Closed;Demolished,closed,1,600,,,detail_city,no_year_opened;no_year_closed,
6635,https://cinematreasures.org/theaters/6635,Palace Theatre,Manhattan,160 W. 47th Street,New York,NY,10036,"160 W. 47th Street, New York, NY 10036",40.7589774,-73.9852108,Open,,Open,open,1,1740,2024,2018,detail_city,,
309,https://cinematreasures.org/theaters/309,Palladium Times Square,Manhattan,1515 Broadway,New York,NY,10036,"1515 Broadway, New York, NY 10036",40.7574098,-73.9858349,Open,,Open,open,1,2100,2005,2004,detail_city,,
13292,https://cinematreasures.org/theaters/13292,Paraiso Theater,Manhattan,1714 Madison Avenue,New York,NY,10029,"1714 Madison Avenue, New York, NY 10029",40.7981586,-73.9462212,Demolished,,Closed;Demolished,closed,1,540,,1957,detail_city,no_year_opened,
2654,https://cinematreasures.org/theaters/2654,Paramount Columbus Circle,Manhattan,15 Columbus Circle,New York,NY,10019,"15 Columbus Circle, New York, NY 10019",40.7679546,-73.98236,Demolished,,Closed;Demolished,closed,1,535,1970,1995,detail_city,,
548,https://cinematreasures.org/theaters/548,Paramount Theatre,Manhattan,1501 Broadway,New York,NY,10036,"1501 Broadway, New York, NY 10036",40.7569778,-73.9860067,Closed,,Closed,closed,1,3664,1926,1966,detail_city,,
17417,https://cinematreasures.org/theaters/17417,Paree Adult Cinema and Live Show,Manhattan,753-59 7th Avenue,New York,NY,10019,"753-59 7th Avenue, New York, NY 10019",40.7609169,-73.9833873,Demolished,,Closed;Demolished,closed,1,165,1970,,detail_city,no_year_closed,
307,https://cinematreasures.org/theaters/307,Paris Theater,Manhattan,4 W. 58th Street,New York,NY,10019,"4 W. 58th Street, New York, NY 10019",40.764145,-73.974713,Open,1,Open (Showing movies),open,1,535,1948,2020,detail_city,,
6200,https://cinematreasures.org/theaters/6200,Park & 86th Street Cinemas,Manhattan,1280-1288 Lexington Avenue,New York,NY,10028,"1280-1288 Lexington Avenue, New York, NY 10028",40.7800954,-73.9551629,Closed,,Closed,closed,2,806,1971,2002,detail_city,,
6493,https://cinematreasures.org/theaters/6493,Park Avenue Theatre,Manhattan,487 Park Avenue,New York,NY,10022,"487 Park Avenue, New York, NY 10022",40.7624124,-73.9699778,Demolished,,Closed;Demolished,closed,1,584,1946,1952,detail_city,,
14728,https://cinematreasures.org/theaters/14728,Parkwest Theatre,Manhattan,103 W. 99th Street,New York,NY,10025,"103 W. 99th Street, New York, NY 10025",40.7960066,-73.9689598,Demolished,,Closed;Demolished,closed,1,598,,,detail_city,no_year_opened;no_year_closed,
31767,https://cinematreasures.org/theaters/31767,Pastime Theatre,Manhattan,336 8th Avenue,New York,NY,10001,"336 8th Avenue, New York, NY 10001",40.7476418,-73.9966008,Closed,,Closed,closed,1,300,,,detail_city,no_year_opened;no_year_closed,
12589,https://cinematreasures.org/theaters/12589,Penn Newsreel Theatre,Manhattan,219 W. 34th Street,New York,NY,10123,"219 W. 34th Street, New York, NY 10123",40.7514578,-73.9916541,Demolished,,Closed;Demolished,closed,1,456,1938,1939,detail_city,,
33824,https://cinematreasures.org/theaters/33824,Penn Theatre,Manhattan,409 8th Avenue,New York,NY,10001,"409 8th Avenue, New York, NY 10001",40.7500252,-73.9952584,Demolished,,Closed;Demolished,closed,1,,1910,1914,detail_city,no_seats,
60205,https://cinematreasures.org/theaters/60205,People's Music Hall,Manhattan,104-106 Bowery,New York,NY,10013,"104-106 Bowery, New York, NY 10013",,,Closed,,Closed,,1,,1871,1918,detail_city,no_coords;no_seats,
1386,https://cinematreasures.org/theaters/1386,People's Theatre,Manhattan,199 Bowery,New York,NY,10002,"199 Bowery, New York, NY 10002",40.720933,-73.993542,Demolished,,Closed;Demolished,closed,1,1612,,,detail_city,no_year_opened;no_year_closed,
43568,https://cinematreasures.org/theaters/43568,Peoples Vaudeville Theatre,Manhattan,2172 3rd Avenue,New York,NY,10035,"2172 3rd Avenue, New York, NY 10035",40.7996325,-73.9388117,Demolished,,Closed;Demolished,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
47754,https://cinematreasures.org/theaters/47754,Phoenix Theatre,Manhattan,350 E. 81st Street,New York,NY,10028,"350 E. 81st Street, New York, NY 10028",40.7737,-73.952468,Demolished,,Closed;Demolished,closed,1,,,1926,detail_city,no_seats;no_year_opened,
14729,https://cinematreasures.org/theaters/14729,Photoplay Theatre,Manhattan,1770 3rd Avenue,New York,NY,10029,"1770 3rd Avenue, New York, NY 10029",40.786497,-73.9484061,Demolished,,Closed;Demolished,closed,1,600,,,detail_city,no_year_opened;no_year_closed,
10918,https://cinematreasures.org/theaters/10918,Pioneer Theater,Manhattan,155 E. 3rd Street,New York,NY,10009,"155 E. 3rd Street, New York, NY 10009",40.7235535,-73.984795,Closed,,Closed,closed,1,99,2000,2008,detail_city,,
6496,https://cinematreasures.org/theaters/6496,Pix Theatre,Manhattan,121 W. 42nd Street,New York,NY,10036,"121 W. 42nd Street, New York, NY 10036",40.7549051,-73.9842007,Demolished,,Closed;Demolished,closed,1,820,1939,,detail_city,no_year_closed,
11831,https://cinematreasures.org/theaters/11831,Players Theatre,Manhattan,115 MacDougal Street,New York,NY,11012,"115 MacDougal Street, New York, NY 11012",40.730432,-74.000121,Open,,Open,open,1,299,,,detail_city,no_year_opened,
7531,https://cinematreasures.org/theaters/7531,Playpen Theatre,Manhattan,693 8th Avenue,New York,NY,10036,"693 8th Avenue, New York, NY 10036",40.75848,-73.989294,Demolished,,Closed;Demolished,closed,1,598,1915,,detail_city,no_year_closed,
6138,https://cinematreasures.org/theaters/6138,Plaza Theatre,Manhattan,42 E. 58th Street,New York,NY,10022,"42 E. 58th Street, New York, NY 10022",40.762634,-73.9713434,Closed,,Closed,closed,1,520,1930,1996,detail_city,,
6732,https://cinematreasures.org/theaters/6732,Plaza Theatre,Manhattan,627 Madison Avenue,New York,NY,10022,"627 Madison Avenue, New York, NY 10022",40.7633905,-73.9715249,Demolished,,Closed;Demolished,closed,1,1491,1908,,detail_city,no_year_closed,
24997,https://cinematreasures.org/theaters/24997,President Theatre,Manhattan,247 W. 48th Street,New York,NY,10036,"247 W. 48th Street, New York, NY 10036",40.7607714,-73.9863448,Demolished,,Closed;Demolished,closed,1,300,,,detail_city,no_year_opened;no_year_closed,
4164,https://cinematreasures.org/theaters/4164,Princess Theatre,Manhattan,104-106 W. 39th Street,New York,NY,10018,"104-106 W. 39th Street, New York, NY 10018",40.7530958,-73.9859238,Demolished,,Closed;Demolished,closed,1,299,1913,1933,detail_city,,
31847,https://cinematreasures.org/theaters/31847,Prince Theatre,Manhattan,329 West Street,New York,NY,10013,"329 West Street, New York, NY 10013",40.7282795,-74.0108959,Demolished,,Closed;Demolished,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
44952,https://cinematreasures.org/theaters/44952,Proctor's 58th Street Theatre,Manhattan,154 E. 58th Street,New York,NY,10022,"154 E. 58th Street, New York, NY 10022",40.7612336,-73.9677977,Demolished,,Closed;Demolished,closed,1,1800,1895,1927,detail_city,,
9741,https://cinematreasures.org/theaters/9741,Public Theater,Manhattan,425 Lafayette Street,New York,NY,10003,"425 Lafayette Street, New York, NY 10003",40.7291369,-73.9920281,Open,,Open,open,1,,,,detail_city,no_seats;no_year_opened,
49033,https://cinematreasures.org/theaters/49033,Pussycat 2 Cinema,Manhattan,210 W. 49th Street,New York,NY,10019,"210 W. 49th Street, New York, NY 10019",40.7608453,-73.9846612,Demolished,,Closed;Demolished,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
7217,https://cinematreasures.org/theaters/7217,Quad Cinema,Manhattan,34 W. 13th Street,New York,NY,10011,"34 W. 13th Street, New York, NY 10011",40.736003,-73.995881,Open,1,Open (Showing movies),open,4,419,,2015,detail_city,no_year_opened,
55,https://cinematreasures.org/theaters/55,Radio City Music Hall,Manhattan,1260 6th Avenue,New York,NY,10020,"1260 6th Avenue, New York, NY 10020",40.7599766,-73.9799747,Open,,Open,open,1,5940,,,detail_city,no_year_opened,
14739,https://cinematreasures.org/theaters/14739,Rainbow Theatre,Manhattan,1439 3rd Avenue,New York,NY,10028,"1439 3rd Avenue, New York, NY 10028",40.7757196,-73.9562243,Closed,,Closed,closed,1,299,,,detail_city,no_year_opened;no_year_closed,
9815,https://cinematreasures.org/theaters/9815,Ramrod Theatre,Manhattan,210 W. 49th Street,New York,NY,10019,"210 W. 49th Street, New York, NY 10019",40.7608202,-73.9846153,Demolished,,Closed;Demolished,closed,1,,,,detail_city,no_seats;no_year_opened;no_year_closed,
72662,https://cinematreasures.org/theaters/72662,Raw Space Screening Room,Manhattan,531 W. 42nd Street,New York,NY,10036,"531 W. 42nd Street, New York, NY 10036",40.76044539999999,-73.9968288,Closed,,Closed,closed,1,,,1982,detail_city,no_seats;no_year_opened,
